archivo,protocolo_numero,fecha_reporte,fuente,recolectado_por,fecha_muestra,hora_muestra,determinacion,valor_texto,valor_numerico,unidad,metodo,limite_oms,limite_caa,lod,observaciones,confianza,nota_extraccion
protocolos/2025/69895-_mun_de_saladillo.pdf,69.895,2025-04-11,Bomba 24,,2025-03-05,,1.2- DICLOROETANO,< 0.0001 mg/l,,mg/l,EPA 8260 B,,,0.0001,,alta,
protocolos/2025/69895-_mun_de_saladillo.pdf,69.895,2025-04-11,Bomba 24,,2025-03-05,,TETRACLORURO DE CARBONO,< 0.001 mg/l,,mg/l,EPA 8260 B,,,0.001,,alta,
protocolos/2025/69895-_mun_de_saladillo.pdf,69.895,2025-04-11,Bomba 24,,2025-03-05,,"1,1-DICLOROETENO",< 0.0003 mg/l,,mg/l,EPA 8260 B,,,0.0003,,alta,
protocolos/2025/69895-_mun_de_saladillo.pdf,69.895,2025-04-11,Bomba 24,,2025-03-05,,BENCENO,< 0.001 mg/l,,mg/l,EPA 8260 B,,,0.001,,alta,
protocolos/2025/69895-_mun_de_saladillo.pdf,69.895,2025-04-11,Bomba 24,,2025-03-05,,BENZO (A) PIRENO,< 0.001 mg/l,,mg/l,EPA 8260 B,,,0.001,,alta,
protocolos/2025/69895-_mun_de_saladillo.pdf,69.895,2025-04-11,Bomba 24,,2025-03-05,,"ALDRÍN (1,2,3,4,10,10-HEXACLORO-1,2,4α,5,8,8α-HEXAHIDRO-1,4-ENDO,EXO-5,8-DIMETANONAFTALINA)",< 0.0001 mg/l,,mg/l,EPA 8270 D,,,0.0001,,alta,
protocolos/2025/69895-_mun_de_saladillo.pdf,69.895,2025-04-11,Bomba 24,,2025-03-05,,CLORDANO GAMA,< 0.001 mg/l,,mg/l,EPA 8270 D,,,0.001,,alta,
protocolos/2025/69895-_mun_de_saladillo.pdf,69.895,2025-04-11,Bomba 24,,2025-03-05,,"2,4 D(ÁCIDO 2,4-DICLOROFENOXIACÉTICO)",< 0.0001 mg/l,,mg/l,EPA SW 846 M 8151,,,0.0001,,alta,
protocolos/2025/69895-_mun_de_saladillo.pdf,69.895,2025-04-11,Bomba 24,,2025-03-05,,"4,4 DDT",< 0.0001 mg/l,,mg/l,EPA 8270 D,,,0.0001,,alta,
protocolos/2025/69895-_mun_de_saladillo.pdf,69.895,2025-04-11,Bomba 24,,2025-03-05,,"DIELDRÍN(1,2,3,4,10,10-HEXACLORO-6,7-EPOXI-1,4,4 α,5,6,7,8,8α-OCTAHIDRO-1,4-EN DO,EXO-5,8-DIMETANONAFTALINA)]",< 0.0001 mg/l,,mg/l,EPA 8270 D,,,0.0001,,alta,
protocolos/2025/69895-_mun_de_saladillo.pdf,69.895,2025-04-11,Bomba 24,,2025-03-05,,HEPTACLORO,< 0.0001 mg/l,,mg/l,EPA 8270 D,,,0.0001,,alta,
protocolos/2025/69895-_mun_de_saladillo.pdf,69.895,2025-04-11,Bomba 24,,2025-03-05,,HEPTACLORO EPOXIDO,< 0.0001 mg/l,,mg/l,EPA 8270 D,,,0.0001,,alta,
protocolos/2025/69895-_mun_de_saladillo.pdf,69.895,2025-04-11,Bomba 24,,2025-03-05,,HEXACLOROBENCENO,< 0.0001 mg/,,mg/l,EPA 8270 D,,,0.0001,,alta,
protocolos/2025/69895-_mun_de_saladillo.pdf,69.895,2025-04-11,Bomba 24,,2025-03-05,,LINDANO,< 0.0001 mg/l,,mg/l,EPA 8270 D,,,0.0001,,alta,
protocolos/2025/69895-_mun_de_saladillo.pdf,69.895,2025-04-11,Bomba 24,,2025-03-05,,"METOXICLORO (1,1,1-TRICLORO-2,2-BIS(4-METOXIFENIL)ETANO)",< 0.0001 mg/l,,mg/l,EPA 8270 D,,,0.0001,,alta,
protocolos/2025/69895-_mun_de_saladillo.pdf,69.895,2025-04-11,Bomba 24,,2025-03-05,,PENTALCLOROFENOL,< 0.001 mg/l,,mg/l,EPA 528,,,0.001,,alta,
protocolos/2025/69895-_mun_de_saladillo.pdf,69.895,2025-04-11,Bomba 24,,2025-03-05,,CLORO (LIBRE RESIDUAL),N.D.,,mg/l,SM 4500 CL G,,,0.1,,alta,
protocolos/2025/69895-_mun_de_saladillo.pdf,69.895,2025-04-11,Bomba 24,,2025-03-05,,"2,4,6 TRICLOROFENOL",< 0.001 mg/l,,mg/l,EPA 528,,,0.001,,alta,
protocolos/2025/69895-_mun_de_saladillo.pdf,69.895,2025-04-11,Bomba 24,,2025-03-05,,BROMOFORMO,< 0.001 mg/l,,mg/l,EPA 8260 B,,,0.001,,alta,
protocolos/2025/69895-_mun_de_saladillo.pdf,69.895,2025-04-11,Bomba 24,,2025-03-05,,DIBROCLOROMETANO,< 0.01 mg/l,,mg/l,EPA 8260 B,,,0.01,,alta,
protocolos/2025/69895-_mun_de_saladillo.pdf,69.895,2025-04-11,Bomba 24,,2025-03-05,,BROMODICLOROMETANO,< 0.001 mg/l,,mg/l,EPA 8260 B,,,0.001,,alta,
protocolos/2025/69895-_mun_de_saladillo.pdf,69.895,2025-04-11,Bomba 24,,2025-03-05,,CLOROFORMO (TRICLOROMETANO),< 0.001 mg/l,,mg/l,EPA 8260 B,,,0.001,,alta,
protocolos/2025/69897-_mun_de_saladillo.pdf,69897,2025-03-05,OBRAS PUBLICAS,DR. EDMUNDO A. BALBUENA,2025-03-05,17:00,Recuento de bacterias heterótrofas totales a 22ºC,100 UFC/ml,100,UFC/ml,agar APC a 22ºC - 48 hs.,,500,,BACTERIOLOGICAMENTE POTABLE,alta,
protocolos/2025/69897-_mun_de_saladillo.pdf,69897,2025-03-05,OBRAS PUBLICAS,DR. EDMUNDO A. BALBUENA,2025-03-05,17:00,Coliformes Totales,ausencia en 100 ml,,,caldo mac conkey 35ºC - 48 hs. / caldo brilla 37ºC - 48 hs.,,3.0,,BACTERIOLOGICAMENTE POTABLE,alta,
protocolos/2025/69897-_mun_de_saladillo.pdf,69897,2025-03-05,OBRAS PUBLICAS,DR. EDMUNDO A. BALBUENA,2025-03-05,17:00,Escherichia coli,menor que 1 por 100 ml,,por 100 ml,caldo EC 44.5ºC - 24 hs.,,,,BACTERIOLOGICAMENTE POTABLE,alta,
protocolos/2025/69897-_mun_de_saladillo.pdf,69897,2025-03-05,OBRAS PUBLICAS,DR. EDMUNDO A. BALBUENA,2025-03-05,17:00,Pseudomona Aeruginosa,negativo,,,caldo asparagina a 25ºC - 72 hs. / agar cetrimida a 37ºC - 48 hs.,,,,BACTERIOLOGICAMENTE POTABLE,alta,
protocolos/2025/69900-_mun_de_saladillo.pdf,69900,2025-03-05,ALEM 2587,DR. EDMUNDO A. BALBUENA,2025-03-05,17:00,Recuento de bacterias heterótrofas totales a 22ºC,5 UFC/ml,5,UFC/ml,agar APC a 22ºC - 48 hs.,,500,,BACTERIOLOGICAMENTE POTABLE,alta,
protocolos/2025/69900-_mun_de_saladillo.pdf,69900,2025-03-05,ALEM 2587,DR. EDMUNDO A. BALBUENA,2025-03-05,17:00,Coliformes Totales,ausencia en 100 ml,,100 ml,caldo mac conkey 35ºC - 48 hs. confirmación (caldo brilla 37ºC - 48 hs.),,3.0,,BACTERIOLOGICAMENTE POTABLE,alta,
protocolos/2025/69900-_mun_de_saladillo.pdf,69900,2025-03-05,ALEM 2587,DR. EDMUNDO A. BALBUENA,2025-03-05,17:00,Escherichia coli,menor que 1 por 100 ml,,100 ml,caldo EC 44.5ºC - 24 hs.,,0,,BACTERIOLOGICAMENTE POTABLE,alta,
protocolos/2025/69900-_mun_de_saladillo.pdf,69900,2025-03-05,ALEM 2587,DR. EDMUNDO A. BALBUENA,2025-03-05,17:00,Pseudomona Aeruginosa,negativo,,,caldo asparagina a 25ºC - 72 hs. / agar cetrimida a 37ºC - 48 hs.,,0,,BACTERIOLOGICAMENTE POTABLE,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,Arsénico,0.023,0.023,mg/l,S.M. 3500 As C,,,0.01,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,Cadmio,< 0.01,,mg/l,S.M. 3500 Cd D,,,0.01,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,Cianuro,< 0.1,,mg/l,S.M. 4500 CN C,,,0.1,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,Cobre,< 0.01,,mg/l,S.M. 3500 Cu D,,,0.01,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,Cromo,< 0.01,,mg/l,S.M. 3500 Cr D,,,0.01,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,Fluoruros,1.46,1.46,mg/l,S.M. 4500 F- B,,,0.1,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,Manganeso,< 0.01,,mg/l,S.M. 3500 Mg B,,,0.01,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,Mercurio (Total),< 0.001,,mg/l,S.M. 3500 Hg,,,0.001,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,Nitratos,6,6.0,mg/l,S.M. 4500 NO3- B,,,1.0,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,Nitritos,0.02,0.02,mg/l,S.M. 4500 NO2- B,,,0.01,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,Plomo,< 0.01,,mg/l,S.M. 3500 Pb,,,0.01,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,Selenio,< 0.01,,mg/l,S.M. 3500 Se D,,,0.01,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,Plata,< 0.01,,mg/l,S.M. 3120 B,,,0.01,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,1.2- DICLOROETANO,< 0.0001 mg/l,,mg/l,EPA 8260 B,,,0.0001,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,TETRACLORURO DE CARBONO,< 0.001 mg/l,,mg/l,EPA 8260 B,,,0.001,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,"1,1-DICLOROETENO",< 0.0003 mg/l,,mg/l,EPA 8260 B,,,0.0003,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,BENCENO,< 0.001 mg/l,,mg/l,EPA 8260 B,,,0.001,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,BENZO (A) PIRENO,< 0.001 mg/l,,mg/l,EPA 8260 B,,,0.001,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,"ALDRÍN (1,2,3,4,10,10-HEXACLORO-1,2,4α,5,8,8α-HEXAHIDRO-1,4-ENDO,EXO-5,8-DIMETANONAFTALINA)",< 0.0001 mg/l,,mg/l,EPA 8270 D,,,0.0001,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,CLORDANO GAMA,< 0.001 mg/l,,mg/l,EPA 8270 D,,,0.001,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,"2,4 D(ÁCIDO 2,4-DICLOROFENOXIACÉTICO)",< 0.0001 mg/l,,mg/l,EPA SW 846 M 8151,,,0.0001,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,"4,4 DDT",< 0.0001 mg/l,,mg/l,EPA 8270 D,,,0.0001,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,"DIELDRÍN(1,2,3,4,10,10-HEXACLORO-6,7-EPOXI-1,4,4 α,5,6,7,8,8α-OCTAHIDRO-1,4-EN DO,EXO-5,8-DIMETANONAFTALINA)]",< 0.0001 mg/l,,mg/l,EPA 8270 D,,,0.0001,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,HEPTACLORO,< 0.0001 mg/l,,mg/l,EPA 8270 D,,,0.0001,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,HEPTACLORO EPOXIDO,< 0.0001 mg/l,,mg/l,EPA 8270 D,,,0.0001,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,HEXACLOROBENCENO,< 0.0001 mg/l,,mg/l,EPA 8270 D,,,0.0001,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,LINDANO,< 0.0001 mg/l,,mg/l,EPA 8270 D,,,0.0001,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,"METOXICLORO (1,1,1-TRICLORO-2,2-BIS(4-METOXIFENIL)ETANO)",< 0.0001 mg/l,,mg/l,EPA 8270 D,,,0.0001,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,PENTALCLOROFENOL,< 0.001 mg/l,,mg/l,EPA 528,,,0.001,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,CLORO (LIBRE RESIDUAL),N.D.,,mg/l,SM 4500 CL G,,,0.1,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,"2,4,6 TRICLOROFENOL",< 0.001 mg/l,,mg/l,EPA 528,,,0.001,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,BROMOFORMO,< 0.001 mg/l,,mg/l,EPA 8260 B,,,0.001,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,DIBROCLOROMETANO,< 0.01 mg/l,,mg/l,EPA 8260 B,,,0.01,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,BROMODICLOROMETANO,< 0.001 mg/l,,mg/l,EPA 8260 B,,,0.001,,alta,
protocolos/2025/69904-_mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,CLOROFORMO (TRICLOROMETANO),< 0.001 mg/l,,mg/l,EPA 8260 B,,,0.001,,alta,
protocolos/2025/69904-mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,Aluminio,< 0.01,,mg/l,SM 3500 Al C,,,0.01,,alta,"La tabla de la página 3 (Color, Olor, Turbiedad) no presenta valores de resultado en la columna correspondiente."
protocolos/2025/69904-mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,Zinc Total,< 0.1,,mg/l,S.M. 3500 Zn D.,,,0.1,,alta,"La tabla de la página 3 (Color, Olor, Turbiedad) no presenta valores de resultado en la columna correspondiente."
protocolos/2025/69904-mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,Cloruro,64,64.0,mg/l,SM 4500 CL B -,,,1.0,,alta,"La tabla de la página 3 (Color, Olor, Turbiedad) no presenta valores de resultado en la columna correspondiente."
protocolos/2025/69904-mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,Hierro,0.17,0.17,mg/l,SM 3500-Fe D,,,0.1,,alta,"La tabla de la página 3 (Color, Olor, Turbiedad) no presenta valores de resultado en la columna correspondiente."
protocolos/2025/69904-mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,pH,7.87,7.87,uPh,SM 4500 H+ B -,,,0.1,,alta,"La tabla de la página 3 (Color, Olor, Turbiedad) no presenta valores de resultado en la columna correspondiente."
protocolos/2025/69904-mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,Sodio,120,120.0,mg/l,SM 3500 NA B,,,1.0,,alta,"La tabla de la página 3 (Color, Olor, Turbiedad) no presenta valores de resultado en la columna correspondiente."
protocolos/2025/69904-mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,Sulfato,42,42.0,mg/l,SM 4500 SO4~2 E -,,,1.0,,alta,"La tabla de la página 3 (Color, Olor, Turbiedad) no presenta valores de resultado en la columna correspondiente."
protocolos/2025/69904-mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,Sólidos Disueltos Totales,448,448.0,mg/l,SM 2540 C,,,0.1,,alta,"La tabla de la página 3 (Color, Olor, Turbiedad) no presenta valores de resultado en la columna correspondiente."
protocolos/2025/69904-mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,Detergentes Sintéticos (SAAM),< 0.1,,mg/l,SM 5540 C,,,0.1,,alta,"La tabla de la página 3 (Color, Olor, Turbiedad) no presenta valores de resultado en la columna correspondiente."
protocolos/2025/69904-mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,Color,,,UNT,SM 2120 C,,,1.0,,alta,"La tabla de la página 3 (Color, Olor, Turbiedad) no presenta valores de resultado en la columna correspondiente."
protocolos/2025/69904-mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,Olor,,,NUO,SM 2150 B,,,1.0,,alta,"La tabla de la página 3 (Color, Olor, Turbiedad) no presenta valores de resultado en la columna correspondiente."
protocolos/2025/69904-mun_de_saladillo.pdf,69.904,2025-04-11,CAPS-Canilla Cocina,,2025-03-05,,Turbiedad,,,UNT,SM 2130 B,,,1.0,,alta,"La tabla de la página 3 (Color, Olor, Turbiedad) no presenta valores de resultado en la columna correspondiente."
protocolos/2025/anexos_ley_pcial._no_11820.pdf,,,,,,,,,,,,,,,,baja,"El documento no corresponde a un protocolo o informe de análisis de agua potable de una muestra en particular, sino al texto de una normativa/reglamentación (Anexo 'A' - Ley 11.820: Tablas de límites tolerables)."
protocolos/2026/informe_1_17.pdf,73328,2026-01-13,NIDO 31 DE JULIO,Christian Franquet,2026-01-02,12:30,Color,1,1,UNT,SM 2120 C,,5,1,,alta,
protocolos/2026/informe_1_17.pdf,73328,2026-01-13,NIDO 31 DE JULIO,Christian Franquet,2026-01-02,12:30,Olor,1,1,NUO,SM 2150 B,,,1,,alta,
protocolos/2026/informe_1_17.pdf,73328,2026-01-13,NIDO 31 DE JULIO,Christian Franquet,2026-01-02,12:30,Turbiedad,1,1,UNT,SM 2130 B,,3,1,,alta,
protocolos/2026/informe_1_17.pdf,73328,2026-01-13,NIDO 31 DE JULIO,Christian Franquet,2026-01-02,12:30,Aluminio,<0.01,,mg/l,SM 3500 Al C,,0.2,0.01,,alta,
protocolos/2026/informe_1_17.pdf,73328,2026-01-13,NIDO 31 DE JULIO,Christian Franquet,2026-01-02,12:30,Cinc Total,<0.01,,mg/l,SM 3500 Zn D,,5,0.01,,alta,
protocolos/2026/informe_1_17.pdf,73328,2026-01-13,NIDO 31 DE JULIO,Christian Franquet,2026-01-02,12:30,Cloruros,58,58,mg/l,SM 4500 Cl B,,350,1,,alta,
protocolos/2026/informe_1_17.pdf,73328,2026-01-13,NIDO 31 DE JULIO,Christian Franquet,2026-01-02,12:30,Hierro Total,0.19,0.19,mg/l,SM 3500 Fe D,,0.3,0.01,,alta,
protocolos/2026/informe_1_17.pdf,73328,2026-01-13,NIDO 31 DE JULIO,Christian Franquet,2026-01-02,12:30,pH,8.76,8.76,upH,SM 4500 H+ B,,,0.1,,alta,
protocolos/2026/informe_1_17.pdf,73328,2026-01-13,NIDO 31 DE JULIO,Christian Franquet,2026-01-02,12:30,Sodio,113,113,mg/l,SM 3500 Na B,,200,1,,alta,
protocolos/2026/informe_1_17.pdf,73328,2026-01-13,NIDO 31 DE JULIO,Christian Franquet,2026-01-02,12:30,Sulfatos,15,15,mg/l,SM 4500 SO4-2 E,,400,1,,alta,
protocolos/2026/informe_1_17.pdf,73328,2026-01-13,NIDO 31 DE JULIO,Christian Franquet,2026-01-02,12:30,Sólidos Totales Disueltos,408,408,mg/l,SM 2540 C,,1500,1,,alta,
protocolos/2026/informe_1_17.pdf,73328,2026-01-13,NIDO 31 DE JULIO,Christian Franquet,2026-01-02,12:30,S. A. A. M.,0.11,0.11,mg/l,SM 5540 C,,0.5,0.1,,alta,
protocolos/2026/informe_1_29.pdf,73633,2026-02-12,MUNICIPALIDAD,Christian Franquet,2026-02-02,11:20,Color,1,1,UNT,SM 2120 C,,5,1,,alta,
protocolos/2026/informe_1_29.pdf,73633,2026-02-12,MUNICIPALIDAD,Christian Franquet,2026-02-02,11:20,Olor,1,1,NUO,SM 2150 B,,,1,,alta,
protocolos/2026/informe_1_29.pdf,73633,2026-02-12,MUNICIPALIDAD,Christian Franquet,2026-02-02,11:20,Turbiedad,1,1,UNT,SM 2130 B,,3,1,,alta,
protocolos/2026/informe_1_29.pdf,73633,2026-02-12,MUNICIPALIDAD,Christian Franquet,2026-02-02,11:20,Aluminio,<0.01,,mg/l,SM 3500 Al C,,0.2,0.01,,alta,
protocolos/2026/informe_1_29.pdf,73633,2026-02-12,MUNICIPALIDAD,Christian Franquet,2026-02-02,11:20,Cinc Total,<0.01,,mg/l,SM 3500 Zn D,,5,0.01,,alta,
protocolos/2026/informe_1_29.pdf,73633,2026-02-12,MUNICIPALIDAD,Christian Franquet,2026-02-02,11:20,Cloruros,106,106,mg/l,SM 4500 Cl B,,350,1,,alta,
protocolos/2026/informe_1_29.pdf,73633,2026-02-12,MUNICIPALIDAD,Christian Franquet,2026-02-02,11:20,Hierro Total,0.20,0.2,mg/l,SM 3500 Fe D,,0.3,0.01,,alta,
protocolos/2026/informe_1_29.pdf,73633,2026-02-12,MUNICIPALIDAD,Christian Franquet,2026-02-02,11:20,pH,8.35,8.35,upH,SM 4500 H+ B,,,0.1,,alta,
protocolos/2026/informe_1_29.pdf,73633,2026-02-12,MUNICIPALIDAD,Christian Franquet,2026-02-02,11:20,Sodio,98,98,mg/l,SM 3500 Na B,,200,1,,alta,
protocolos/2026/informe_1_29.pdf,73633,2026-02-12,MUNICIPALIDAD,Christian Franquet,2026-02-02,11:20,Sulfatos,53,53,mg/l,SM 4500 SO4-2 E,,400,1,,alta,
protocolos/2026/informe_1_29.pdf,73633,2026-02-12,MUNICIPALIDAD,Christian Franquet,2026-02-02,11:20,Sólidos Totales Disueltos,619,619,mg/l,SM 2540 C,,1500,1,,alta,
protocolos/2026/informe_1_29.pdf,73633,2026-02-12,MUNICIPALIDAD,Christian Franquet,2026-02-02,11:20,S.A.A.M.,0.10,0.1,mg/l,SM 5540 C,,0.5,0.1,,alta,
protocolos/2026/informe_1_43.pdf,74168,2026-03-26,CRF FEMENINO,Christian Franquet,2026-03-06,08:15,Color,1,1,UNT,SM 2120 C,,5,1,,alta,
protocolos/2026/informe_1_43.pdf,74168,2026-03-26,CRF FEMENINO,Christian Franquet,2026-03-06,08:15,Olor,1,1,NUO,SM 2150 B,,,1,,alta,
protocolos/2026/informe_1_43.pdf,74168,2026-03-26,CRF FEMENINO,Christian Franquet,2026-03-06,08:15,Turbiedad,1,1,UNT,SM 2130 B,,3,1,,alta,
protocolos/2026/informe_1_43.pdf,74168,2026-03-26,CRF FEMENINO,Christian Franquet,2026-03-06,08:15,Aluminio,<0.01,,mg/l,SM 3500 Al C,,0.2,0.01,,alta,
protocolos/2026/informe_1_43.pdf,74168,2026-03-26,CRF FEMENINO,Christian Franquet,2026-03-06,08:15,Cinc Total,<0.01,,mg/l,SM 3500 Zn D,,,0.01,,alta,
protocolos/2026/informe_1_43.pdf,74168,2026-03-26,CRF FEMENINO,Christian Franquet,2026-03-06,08:15,Cloruros,88,88,mg/l,SM 4500 Cl B,,350,1,,alta,
protocolos/2026/informe_1_43.pdf,74168,2026-03-26,CRF FEMENINO,Christian Franquet,2026-03-06,08:15,Hierro Total,0.22,0.22,mg/l,SM 3500 Fe D,,0.3,0.01,,alta,
protocolos/2026/informe_1_43.pdf,74168,2026-03-26,CRF FEMENINO,Christian Franquet,2026-03-06,08:15,pH,8.32,8.32,upH,SM 4500 H+ B,,,0.1,,alta,
protocolos/2026/informe_1_43.pdf,74168,2026-03-26,CRF FEMENINO,Christian Franquet,2026-03-06,08:15,Sodio,99,99,mg/l,SM 3500 Na B,,200,1,,alta,
protocolos/2026/informe_1_43.pdf,74168,2026-03-26,CRF FEMENINO,Christian Franquet,2026-03-06,08:15,Sulfatos,18,18,mg/l,SM 4500 SO4-2 E,,400,1,,alta,
protocolos/2026/informe_1_43.pdf,74168,2026-03-26,CRF FEMENINO,Christian Franquet,2026-03-06,08:15,Sólidos Totales Disueltos,630,630,mg/l,SM 2540 C,,1500,1,,alta,
protocolos/2026/informe_1_43.pdf,74168,2026-03-26,CRF FEMENINO,Christian Franquet,2026-03-06,08:15,S. A. A. M.,0.10,0.1,mg/l,SM 5540 C,,0.5,0.1,,alta,
protocolos/2026/informe_1_9.pdf,74468,2026-04-29,JARDIN Nº4,Christian Franquet,2026-04-01,16:10,Color,1,1,UNT,SM 2120 C,,5,1,,alta,
protocolos/2026/informe_1_9.pdf,74468,2026-04-29,JARDIN Nº4,Christian Franquet,2026-04-01,16:10,Olor,1,1,NUO,SM 2150 B,,,1,,alta,
protocolos/2026/informe_1_9.pdf,74468,2026-04-29,JARDIN Nº4,Christian Franquet,2026-04-01,16:10,Turbiedad,1,1,UNT,SM 2130 B,,3,1,,alta,
protocolos/2026/informe_1_9.pdf,74468,2026-04-29,JARDIN Nº4,Christian Franquet,2026-04-01,16:10,Aluminio,<0.01,,mg/l,SM 3500 Al C,,0.2,0.01,,alta,
protocolos/2026/informe_1_9.pdf,74468,2026-04-29,JARDIN Nº4,Christian Franquet,2026-04-01,16:10,Cinc Total,<0.01,,mg/l,SM 3500 Zn D,,,0.01,,alta,
protocolos/2026/informe_1_9.pdf,74468,2026-04-29,JARDIN Nº4,Christian Franquet,2026-04-01,16:10,Cloruros,40,40,mg/l,SM 4500 Cl B,,350,1,,alta,
protocolos/2026/informe_1_9.pdf,74468,2026-04-29,JARDIN Nº4,Christian Franquet,2026-04-01,16:10,Hierro Total,0.20,0.2,mg/l,SM 3500 Fe D,,0.3,0.01,,alta,
protocolos/2026/informe_1_9.pdf,74468,2026-04-29,JARDIN Nº4,Christian Franquet,2026-04-01,16:10,pH,8.15,8.15,upH,SM 4500 H+ B,,,0.1,,alta,
